staid,stnwtcid,stnsite,stnnumber,stnname,stnstatus,statype,stncatchment,stnlatitude,stnlongitude,stnelevation,stnelevationhydro,stnelevationmet,stnelevationgeneral,stndatum,stneasting,stnnorthing,stnisin,stngeneraldescription,stnfunchydrometric,stnfuncgroundwater,stnfuncmeteorological,stnfuncwaterquality,stnfuncicemonitoring,stntemplategroundwater,stntemplatehydrometric,stntemplatewaterquality,stntemplateicemonitoring,stngroundwaterpipeheight,stngroundwaterdatum,stnhydrometricdatum,stnaafrd,stnaemonitoringbranch,stnaenvregion,stnaenvstationtype,stnarc,stnacquisitionmethod,stnacquisitionplatform,stnaffectedbyhumanactivity,stnaliasfires,stnaliasmscclimate,stnaliasmsctc,stnaliasmscwmo,stnaliasnewleaf,stnaliassnow,stnaliastsmlocation,stnaliastsmsite,stnaquifer,stnaquifertype,stnarchivedatacomments,stnarealextent,stnassessmentdatabasewellname,stnassessmentandinterpretation,stnbankproperties,stnbenchmarks,stnbridgeangle,stncbm,stnclbr,stnca,stncameravideo,stncatchmentsize,stnchemexcel,stncl,stncompletion,stnconversionfactor,stnconverttodatum,stndatacollection,stndateagreementsigned,stndatumofpublisheddata,stndepthm,stndepthclass,stndiametermm,stndistancetoconfluence,stndrainageareaeffective,stndrainageareagross,stndrainagebasin,stndrilldate,stndrought,stnelog,stnercblicence,stnercbwellname,stnelevationquality,stnendofavailabledata,stnenvnumber,stnequipmentassetvalue,stnequipmenttype,stnexpirydate,stnf,stnfe,stnfirstwqsampledate,stnformation,stngicwellid,stngamma,stngaugingtype,stngroundproperties,stnhg,stnhq,stninusesince,stnlsd,stnlandowner,stnlanduseagreement,stnlatlongquality,stnlegals,stnlithology,stnlocalandothercontacts,stnlocationdescription,stnmapsheet,stnmeridian,stnmg,stnmiscstationaliases,stnmiscstationaliasesremarks,stnmonitoring,stnmsllstation,stnnh4,stnno2no3,stnnrtstation,stnna,stnobswell,stnoperationalstatusdetails,stnoperator,stnowner,stnpercentownedbyaenv,stnperiodofoperationattr,stnposatriver,stnprimarywellnetwork,stnproductionm,stnprojectcode,stnprovincialstationid,stnprovincialstationwellname,stnpumptestdate,stnpumptesthrs,stnq20,stnqa,stnrange,stnremotestation,stnso4,stnsamplingcomments,stnsamplingdate,stnsecondarynumber,stnsection,stnshelterfloor,stnstationcodegown,stnsubbasin,stnsubwellnetwork,stnsurfacewaterinteraction,stnsurfacewaterobject,stntau,stntds,stnthmgcaco3l,stntran,stntsm,stntsmlongname,stnthermal,stntopofbank,stntownship,stntypeoflanduseagreement,stnutmzone,stnvalueofdata,stnwds,stnwdsstationno,stnwl,stnwmo,stnwqwellid,stnwaterobjecttype,stnwaterqualitytype,stnwebpublicstationstatus,stnwellconstructioncondcamerar,stnwellmaterials,stnwellreplacementcost,stnph,,statemplate
39347,11557,AB,FIRES-C4,Blairmore - FIRES,Active,Meteorological,Oldman River-South Saskatchewan River,49.6086,-114.451,,,1311,,,,,Municipality of Crowsnest Pass,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39348,11563,AB,FIRES-C5,Cypress Hills - FIRES,Active,Meteorological,South Saskatchewan River-South Saskatchewan River,49.6356,-110.33,,,1459,,,,,Cypress County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39349,11658,AB,FIRES-CA,Cinchaga - FIRES,Active,Meteorological,Peace River-Peace/Slave River,57.11722,-118.333,,,881,,,,,Clear Hills County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CA,,,,,,1,10167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39350,11557,AB,FIRES-CB,Carbondale - FIRES,Active,Meteorological,Oldman River-South Saskatchewan River,49.43146,-114.359,,,1807.4,,,,,M.D. of Pincher Creek No. 9,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CB,,,,,,1,60537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39351,11624,AB,FIRES-CC,Carrot Creek - FIRES,Active,Meteorological,Athabasca River-Athabasca River,53.4462,-115.867,,,1055.9,,,,,Yellowhead County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CC,,,,,,2,20221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39352,11589,AB,FIRES-CE,Cline - FIRES,Active,Meteorological,North Saskatchewan River-North Saskatchewan River,52.17796,-116.412,,,2049.5,,,,,Clearwater County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CE,,,,,,3,40224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39353,11674,AB,FIRES-CF,Cambrian - FIRES,Active,Meteorological,Slave River-Peace/Slave River,59.25758,-110.805,,,331,,,,,Regional Municipality of Wood Buffalo,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CF,,,,,,1,10162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39354,11646,AB,FIRES-CH,Clear Hills - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.59591,-119.406,,,1074,,,,,Clear Hills County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CH,,,,,,1,10169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39355,11637,AB,FIRES-CK,Conklin - FIRES,Active,Meteorological,Athabasca River-Athabasca River,55.62251,-111.74,,,677,,,,,Lac La Biche County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CK,,,,,,2,20229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39356,11634,AB,FIRES-CL,Calling Lake - FIRES,Active,Meteorological,Athabasca River-Athabasca River,55.2089,-113.195,,,610,,,,,M.D. of Opportunity No. 17,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Ranger Station,,CL,,,,,,1,20094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39357,11626,AB,FIRES-CM,Chisholm - FIRES,Active,Meteorological,Athabasca River-Athabasca River,54.94114,-114.04,,,685.6,,,,,M.D. of Lesser Slave River No. 124,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CM,,,,,,1,20222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39358,11637,AB,FIRES-CP,Cowpar Lake - FIRES,Active,Meteorological,Athabasca River-Athabasca River,55.95337,-110.497,,,553,,,,,Regional Municipality of Wood Buffalo,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CP,,,,,,1,20230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39359,11648,AB,FIRES-CT,Copton - FIRES,Active,Meteorological,Peace River-Peace/Slave River,54.18212,-119.42,,,1859.7,,,,,M.D. of Greenview No. 16,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CT,,,,,,1,10172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39360,11657,AB,FIRES-CU,Cadotte - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.30355,-116.43,,,733,,,,,Northern Sunrise County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CU,,,,,,1,10161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39361,11663,AB,FIRES-CY,Chipewyan Lakes - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.99403,-113.425,,,615.1,,,,,M.D. of Opportunity No. 17,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,CY,,,,,,1,10168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39362,11645,AB,FIRES-DG,Doig - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.96369,-119.528,,,1059,,,,,Clear Hills County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,DG,,,,,,1,10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39363,11631,AB,FIRES-DM,Deer Mountain - FIRES,Active,Meteorological,Athabasca River-Athabasca River,54.91335,-115.162,,,1161.1,,,,,M.D. of Big Lakes,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,DM,,,,,,1,20234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39364,11658,AB,FIRES-DW,Deadwood - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.64424,-117.39,,,648,,,,,M.D. of Northern Lights No. 22,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,DW,,,,,,3,10175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39365,11617,AB,FIRES-E1,Wildhay - FIRES,Active,Meteorological,Athabasca River-Athabasca River,53.8614,-117.558,,,1041,,,,,Yellowhead County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,E1,,,,,,1,20329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39366,11621,AB,FIRES-E2,Schwartz Creek - FIRES,Active,Meteorological,Athabasca River-Athabasca River,53.4244,-116.52,,,986,,,,,Yellowhead County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,E2,,,,,,1,20310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39367,11647,AB,FIRES-E3,Casket Mountain - FIRES,Active,Meteorological,Peace River-Peace/Slave River,53.8053,-119.906,,,1614,,,,,I.D. NO. 25 (WILLMORE WILDERNESS),,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,E3,,,,,,1,10285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39369,11647,AB,FIRES-E5,Grande Cache - FIRES,Active,Meteorological,Peace River-Peace/Slave River,53.9165,-118.867,,,1250,,,,,M.D. of Greenview No. 16,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66391,11618,AB,FIRES-E7,Entrance - FIRES,Active,Meteorological,Athabasca River-Athabasca River,53.3799,-117.7012,,,1045,,,,,---,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39370,11653,AB,FIRES-EA,Eagle - FIRES,Active,Meteorological,Peace River-Peace/Slave River,54.45688,-116.441,,,1048.3,,,,,M.D. of Greenview No. 16,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,EA,,,,,,1,20235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39371,11652,AB,FIRES-EC,Economy Creek - FIRES,Active,Meteorological,Peace River-Peace/Slave River,54.79164,-118.235,,,857.6,,,,,M.D. of Greenview No. 16,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,EC,,,,,,1,10183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39372,11671,AB,FIRES-ED,Edra - FIRES,Active,Meteorological,Peace River-Peace/Slave River,57.84792,-113.253,,,802,,,,,Regional Municipality of Wood Buffalo,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,ED,,,,,,1,10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39373,11628,AB,FIRES-EH,Enilda - FIRES,Active,Meteorological,Athabasca River-Athabasca River,55.31956,-116.197,,,716.5,,,,,M.D. of Big Lakes,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,EH,,,,,,1,20238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39374,11638,AB,FIRES-EL,Ells River - FIRES,Active,Meteorological,Athabasca River-Athabasca River,57.20613,-112.313,,,573,,,,,Regional Municipality of Wood Buffalo,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,EL,,,,,,1,20236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66392,11658,AB,FIRES-EM,Emend 05 - FIRES,Active,Meteorological,Peace River-Peace/Slave River,56.8061,-118.3604,,,663,,,,,---,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Temporary Automatic Station,,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39376,11666,AB,FIRES-F1,Picadelly - FIRES,Active,Meteorological,Peace River-Peace/Slave River,57.6506,-114.526,,,367,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,F1,,,,,,1,10044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39377,11677,AB,FIRES-F2,Ponderosa - FIRES,Active,Meteorological,Hay River-Hay River/Great Slave,59.2117,-117.062,,,388,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,F2,,,,,,1,10046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39378,11671,AB,FIRES-F3,Lambert - FIRES,Active,Meteorological,Peace River-Peace/Slave River,58.0347,-114.141,,,368,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,F3,,,,,,2,10215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39379,11681,AB,FIRES-F4,Whitesands - FIRES,Active,Meteorological,Buffalo River-Hay River/Great Slave,59.4311,-114.903,,,962,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,F4,,,,,,2,10056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39380,11685,AB,FIRES-F5,Bistcho Lake - FIRES,Active,Meteorological,Liard River-Hay River/Great Slave,59.9117,-118.961,,,576,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,F5,,,,,,1,10145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66393,11676,AB,FIRES-F6,Rainbow Lake - FIRES,Active,Meteorological,Hay River-Hay River/Great Slave,58.4969,-119.4103,,,540,,,,,---,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Temporary Automatic Station,,F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39381,11622,AB,FIRES-FA,Ft Assiniboine - FIRES,Discontinued,Meteorological,Athabasca River-Athabasca River,54.3414,-114.808,,,640,,,,,Woodlands County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Ranger Station,,FA,,,,,,4,20243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39382,11667,AB,FIRES-FG,Foggy Mountain - FIRES,Active,Meteorological,Peace River-Peace/Slave River,58.68596,-114.995,,,899,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,FG,,,,,,1,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39383,11678,AB,FIRES-FO,Fontas - FIRES,Active,Meteorological,Hay River-Hay River/Great Slave,57.78034,-119.502,,,1055,,,,,M.D. of Northern Lights No. 22,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,FO,,,,,,1,10191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39384,11632,AB,FIRES-FT,Flat Top - FIRES,Active,Meteorological,Athabasca River-Athabasca River,55.14574,-114.815,,,1038.7,,,,,M.D. of Lesser Slave River No. 124,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Lookout Tower,,FT,,,,,,2,20021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39386,11667,AB,FIRES-FX,Fort Vermilion - FIRES,Active,Meteorological,Peace River-Peace/Slave River,58.3864,-116.019,,,247,,,,,Mackenzie County,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Environment Canada,,FX,,,,,,1,10287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,03/01-10/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66394,11579,AB,FIRES-FY,Forty Mile Pb - FIRES,Discontinued,Meteorological,Red Deer River-South Saskatchewan River,51.88,-115.74,,,1585,,,,,---,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Temporary Automatic Station,,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39387,11648,AB,FIRES-G1,Kakwa - FIRES,Active,Meteorological,Peace River-Peace/Slave River,54.175,-119.059,,,1344,,,,,M.D. of Greenview No. 16,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,G1,,,,,,3,10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39388,11649,AB,FIRES-G2,Mistanusk - FIRES,Active,Meteorological,Peace River-Peace/Slave River,54.5928,-120.009,,,1112,,,,,British Columbia,,0,0,1,0,0,,,,,,,,,,,Met,,FIRES Server,Automatic Station,,G2,,,,,,1,10030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,Fire Weather Office,AB Sustainable Resource Development,,01/01-12/31,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
